#Datos provistos por CEAZA a traves del sistema CEAZA-Met, generados el:2026-08-08 01:42:58
#Para consultas, contactar con Cristian Orrego al mail cristian.orrego@ceaza.cl.
#Revisar condiciones de uso en www.ceazamet.cl
#Params , start_date: 2026-08-01 00:00:00, end_date: 2026-08-08 01:43:00, gmt: gmt-4
#e_cod,s_cod,tf_nombre,um_notacion,s_altura,s_ultima_lectura,
INIA64,INIA1547,Temperatura del Aire,°C,1.5,2026-07-26 11:15:00,
INIA64,INIA1550,Humedad Relativa,%,1.5,2026-07-26 11:15:00,
INIA64,INIA1558,Velocidad de Viento,m/s,2,2026-07-26 11:15:00,
INIA64,INIA1560,Dirección de viento,°,2,2026-07-26 11:15:00,
INIA64,INIA1553,Radiación Solar,W/m²,2,2026-07-26 11:15:00,
INIA64,INIA1557,Precipitación,mm,1.5,2026-07-26 11:15:00,
INIA64,INIA64set0,Evapotranspiración,mm,0.1,2026-07-25 00:00:00,
INIA64,INIA64sgd10,Grados Dia Base 10,gd,2,2026-07-25 00:00:00,
INIA64,INIA64shf7,Horas Frio Base 7,hf,2,2026-07-25 00:00:00,
INIA64,INIA64sufu,Unidades de Frio Utah,hf,2,2026-07-26 11:00:00,
INIA64,INIA1540,Batería,V,1.5,2021-07-01 11:00:00,
