#Datos provistos por CEAZA a traves del sistema CEAZA-Met, generados el:2026-08-08 01:40:39
#Para consultas, contactar con Cristian Orrego al mail cristian.orrego@ceaza.cl.
#Revisar condiciones de uso en www.ceazamet.cl
#Params , start_date: 2026-07-01, end_date: 2026-07-10, sensor_code: PYRVPP, gmt: gmt-4
#s_cod,ultima_lectura,min,prom,max,data_pc
PYRVPP,2026-07-01 00:00:00,,,,0
PYRVPP,2026-07-02 00:00:00,,,,0
PYRVPP,2026-07-03 00:00:00,,,,0
PYRVPP,2026-07-04 00:00:00,,,,0
PYRVPP,2026-07-05 00:00:00,,,,0
PYRVPP,2026-07-06 00:00:00,,,,0
PYRVPP,2026-07-07 00:00:00,,,,0
PYRVPP,2026-07-08 00:00:00,,,,0
PYRVPP,2026-07-09 00:00:00,,,,0
PYRVPP,2026-07-10 00:00:00,,,,0
